patient_notes,reasoning,label
A 38-year-old female developed chest pain and shortness of breath about two weeks after recovering from a bad viral infection with flu-like symptoms. She feels unusually tired and sometimes her heart feels like it's fluttering. She denies any prior heart conditions.,"New onset cardiac symptoms such as chest pain, dyspnea, palpitations, and profound fatigue, especially following a recent viral illness, are highly suggestive of myocarditis, an inflammation of the heart muscle that can impair its pumping function.",Cardiovascular
"78-year-old female presents with widespread body aches, severe fatigue, and difficulty sleeping. She says she feels 'old before her time' and everything hurts. She's also been experiencing headaches and feels generally run down. Her blood pressure is slightly elevated, and she takes medication for it.","Widespread chronic pain, fatigue, and sleep disturbance in an older patient without obvious joint inflammation could point to fibromyalgia, which is often considered in the differential for diffuse musculoskeletal pain. While not an inflammatory arthritis, it falls under the 'arthritis' umbrella for diagnostic consideration in rheumatology. The elevated BP is a comorbidity.",Arthritis
"1-year-old female brought in by her parents with a runny nose, cough, and low-grade fever for three days. Her parents are concerned because she's breathing faster than usual, and they can hear a 'whistling' sound in her chest. She's also having difficulty feeding due to her rapid breathing.","A young child presenting with a viral prodrome followed by increased work of breathing, wheezing, and difficulty feeding is highly suggestive of acute bronchiolitis, a common viral respiratory infection in infants.",COPD/Respiratory
"79yo male reports sudden, complete loss of vision in his left eye this morning. He also complains of a new, severe headache, tenderness when touching his scalp, and jaw pain when chewing. He feels very fatigued and generally unwell.","Sudden, profound monocular vision loss in an elderly patient, accompanied by headache, scalp tenderness, jaw claudication, and malaise, is a medical emergency highly suggestive of giant cell arteritis (GCA), which can lead to permanent vision loss if untreated. The vision loss is the critical eye condition here.",Eye Condition
"43yo male has a very painful, red eye with light sensitivity and tearing. He reports a history of cold sores around his mouth. He noticed some irritation a few days ago, and now it feels much worse, almost like a burning sensation.","Unilateral painful red eye, photophobia, tearing, and a history of herpes simplex infections (cold sores) are suggestive of herpes simplex keratitis, a viral infection of the cornea which can cause significant damage.",Eye Condition
"10-year-old boy presents with unexplained limping and pain in his right hip that has been present for several weeks. His parents noticed he's been less active and seems more irritable. He denies any fall or injury. There's no visible swelling, but he has pain on hip rotation. He's also had some unexplained fevers recently.","Unexplained chronic joint pain (hip) and limping in a child, without clear trauma, accompanied by systemic symptoms like fever and irritability, point towards Juvenile Idiopathic Arthritis (JIA), specifically systemic or oligoarticular JIA affecting the hip. This is a hard negative as it could be mistaken for orthopedic issues or growing pains.",Arthritis
"55-year-old male, a construction worker, presents with chronic pain and stiffness in his lower back and neck that has worsened over several years. He describes sharp pain radiating down his right leg to his foot, especially when he bends or lifts heavy objects. He also mentions numbness and tingling in his toes at times, and his doctor previously diagnosed him with 'disc issues'.","Chronic back and neck pain, radiating pain (sciatica-like), numbness/tingling (nerve impingement) are symptoms that can overlap with neurological conditions. However, the chronic stiffness and worsening with activity, along with a history of heavy labor, strongly suggest degenerative changes in the spinal joints (spondylosis/osteoarthritis of the spine) causing nerve compression. This is a hard negative as it mimics a purely neurological issue.",Arthritis
"22-year-old female here for a follow-up on her breathing issues. She experiences intermittent wheezing, especially during exercise or when exposed to strong perfumes. She also notes seasonal allergies that seem to trigger her breathing problems, often feeling tight in her chest and needing to use her rescue inhaler.","Intermittent wheezing, chest tightness, and shortness of breath triggered by specific allergens (seasonal, perfumes) or exercise are hallmark symptoms of asthma, a common chronic respiratory condition.",COPD/Respiratory
"52-year-old female complains of recurrent episodes of sudden dizziness, feeling like the room is spinning, sometimes accompanied by lightheadedness and a racing heart. She sometimes feels faint, but hasn't passed out. These episodes are unpredictable and have been happening for weeks, making her afraid to drive. She also mentions a persistent feeling of 'unsteadiness' even when not actively dizzy.","While palpitations and lightheadedness could suggest cardiac issues (requiring workup), the primary complaint of true vertigo (room spinning), coupled with persistent unsteadiness and fear of driving, points towards a vestibular or central neurological cause of dizziness, rather than purely cardiac or simple orthostatic hypotension. Central vertigo, TIA, or Meniere's disease are possibilities.",Neurological
"11-year-old male's parents are concerned about his involuntary movements and sounds. He frequently makes sudden, quick movements like shoulder shrugging, eye blinking, and head jerking, and sometimes makes throat-clearing sounds or grunts. These tics are difficult for him to control and have been present for over a year, worsening under stress.","The presence of multiple motor tics and at least one vocal tic, lasting for more than a year and beginning before age 18, are the diagnostic criteria for Tourette's Syndrome, a neurodevelopmental disorder.",Neurological
"30-year-old male presenting with sudden onset of breathlessness, a feeling of chest tightness, and a rapid heart rate. He reports these episodes are often triggered by stress at work, but he also mentions occasional wheezing, especially at night or after a particularly strenuous workout, even when not stressed.","Initial symptoms like sudden breathlessness, chest tightness, and rapid heart rate could point to anxiety or a panic attack. However, the additional detail of 'occasional wheezing, especially at night or after strenuous workout,' even without stress, is a key indicator for underlying asthma, suggesting a respiratory condition that can be exacerbated by stress.",COPD/Respiratory
"46-year-old female reports numbness and tingling in her thumb, index, and middle fingers of her right hand, especially at night, often waking her up. She has to shake her hand to get relief. Recently, she's also noticed weakness in her hand, finding it hard to grip things or open jars. She works at a computer all day.","The classic symptoms of numbness, tingling, and pain in the median nerve distribution (thumb, index, middle finger), worse at night and relieved by shaking the hand, along with thenar muscle weakness, are diagnostic of Carpal Tunnel Syndrome, a common peripheral nerve entrapment neuropathy.",Neurological
"Mr. Chen, 28, has lost about 12 pounds over two months, even though he's eating much more than usual. He feels hot all the time, even when others are cold, and sometimes his hands shake a bit. He initially thought it might be a thyroid issue. However, he also admits he's been peeing a lot more often, particularly at night, and is constantly thirsty.","While weight loss with increased appetite, heat intolerance, and tremors can suggest hyperthyroidism, the crucial addition of significant polyuria (frequent urination) and polydipsia (increased thirst) points strongly towards Type 1 Diabetes. The initial 'hypermetabolic' symptoms can overlap, but the classic diabetic triad is key here.",Diabetes
"Mr. Smith, 50, complains of recurrent fungal infections in his groin area that keep coming back despite creams. He's also had two urinary tract infections in the last three months, which is unusual for him. He feels constantly tired and often finds himself reaching for water throughout the day, more than he used to.","Recurrent yeast infections (candidiasis), particularly in the groin, and frequent UTIs are common complications of uncontrolled Diabetes due to high glucose levels providing a favorable environment for pathogens. Combined with fatigue and increased thirst, these symptoms are highly suggestive of Type 2 Diabetes.",Diabetes
"A 50-year-old male arrived in the emergency department after experiencing a severe nosebleed that wouldn't stop for over an hour. He is very pale, his skin is cold and clammy, and his heart is racing at 120 beats per minute. His blood pressure is critically low at 80/40 mmHg.","Acute significant blood loss leading to symptoms of shock, including pallor, cold/clammy skin, tachycardia, and severe hypotension, indicates hypovolemic shock. While the primary cause is blood loss, the immediate life-threatening issue is cardiovascular collapse due to inadequate circulating volume.",Cardiovascular
"Mr. Davies, 48, reports he's been having to urinate very frequently and urgently, sometimes with a mild burning sensation, for about two weeks. He's also had a dull ache in his lower back/flank area on and off, which made him think of kidney stones or a UTI. What really concerns him is how incredibly thirsty he's become, and he's dropped about 7 pounds without trying in the last month.","While frequent urination and burning could suggest a UTI, and flank pain could suggest kidney stones, the combination with extreme polydipsia (thirst) and unexplained weight loss strongly shifts the differential diagnosis towards Diabetes. The burning sensation could be related to glycosuria causing irritation, and the flank pain could be non-specific or even a very early sign of nephropathy or dehydration.",Diabetes
"Mr. White, 52, reports new onset of erectile dysfunction, which he finds very distressing. He also mentions feeling constantly tired, drinking a lot more water than usual, and occasionally experiencing numbness or tingling in his fingertips. He's heard these might be related to other health issues.","Erectile dysfunction is a common early complication of Diabetes due to vascular and neurological damage. When combined with fatigue, increased thirst (polydipsia), and peripheral neuropathy symptoms like fingertip numbness, it strongly points to undiagnosed or poorly controlled Type 2 Diabetes.",Diabetes
"65-year-old male was brought in by his son who found him disoriented and speaking gibberish this morning. He seemed very weak and confused. His blood sugar was checked by paramedics and was normal. He has no history of diabetes or head injury, but his son says he seemed 'off' for a few hours before this happened. He's now more alert but still seems a bit muddled.","The sudden onset of confusion, expressive aphasia ('speaking gibberish'), weakness, and disorientation, with normal blood glucose, points strongly to an acute neurological event such as a stroke or TIA, rather than a metabolic cause like hypoglycemia. The 'off' feeling prior to the event could indicate a developing cerebrovascular issue.",Neurological
"28-year-old female reports a butterfly-shaped rash across her face, extreme fatigue, and joint pain and swelling in her hands and wrists that moves from joint to joint over time. She also mentions recent hair loss and feels very sensitive to sunlight. She's been feeling generally unwell for several months.","Migratory polyarthritis, malar rash, photosensitivity, fatigue, and hair loss are classic systemic symptoms of Systemic Lupus Erythematosus (SLE), an autoimmune disease where joint involvement (lupus arthritis) is a prominent feature.",Arthritis
"A 22-year-old male reports episodes of sudden, very fast heartbeats that start and stop abruptly, sometimes making him feel lightheaded. These episodes can last from a few minutes to an hour. He is otherwise healthy and denies any other medical conditions.","Paroxysmal episodes of rapid heart rate with abrupt onset and termination, causing lightheadedness in a young, otherwise healthy individual, are classic for supraventricular tachycardia, often due to an accessory pathway like in Wolff-Parkinson-White (WPW) syndrome.",Cardiovascular
"30-year-old female reports persistent, dull aches in multiple joints including her knees, hips, and shoulders, along with extreme fatigue that doesn't improve with rest. She also mentions feeling 'brain fog' and having difficulty concentrating. She's been experiencing unexplained muscle weakness and occasional tremors. Her blood tests are mostly normal, except for slightly elevated ESR.","Widespread joint pain (arthralgia), profound fatigue, cognitive dysfunction ('brain fog'), and muscle weakness are symptoms that can overlap with chronic fatigue syndrome or neurological conditions. However, the persistent joint aches and slightly elevated inflammatory markers (ESR) suggest a systemic rheumatic condition like fibromyalgia or early, seronegative inflammatory arthritis, making it a hard negative.",Arthritis
"50-year-old female reports persistent aching and stiffness in her neck, shoulders, and lower back, along with chronic headaches and difficulty sleeping. She says she feels exhausted all the time and experiences tenderness when certain spots on her body are pressed. She also mentions occasional tingling in her hands and feet. Her blood work for inflammation is negative.","Widespread musculoskeletal pain, stiffness, chronic fatigue, sleep disturbance, tender points, and neurological symptoms (tingling) in the absence of objective joint inflammation or positive inflammatory markers are characteristic of fibromyalgia, a chronic pain condition often considered within the rheumatology spectrum and a common mimic of inflammatory arthritis.",Arthritis
"55-year-old female describes excruciating, electric-shock like pain on the right side of her face, specifically around her jaw and cheek. The pain is triggered by simple actions like chewing, talking, or even a light touch to her face. Each episode is brief but intensely severe, making her afraid to eat or brush her teeth.","The description of sudden, severe, lancinating (electric-shock like) pain in a specific facial distribution, triggered by light touch or movement, is the hallmark presentation of Trigeminal Neuralgia, a neuropathic pain condition affecting the trigeminal nerve (cranial nerve V).",Neurological
"A 75-year-old female felt her heart 'going crazy' for several hours, very fast and irregular, which then led to her feeling very dizzy, weak, and short of breath. She has a history of high blood pressure but has never had her heart beat this fast or irregularly before. She denies chest pain.","Acute onset of a rapid and irregularly irregular heart rhythm, accompanied by symptoms of decreased cardiac output like dizziness, weakness, and dyspnea, strongly suggests new-onset or uncontrolled atrial fibrillation with a rapid ventricular response.",Cardiovascular
"Ms. Davis, 65, has a small scratch on her shin from bumping into furniture a month ago, and it just won't close up; it looks a bit red around the edges. She feels generally run down and has been drinking more water than usual, which she thought was just because of the warmer weather. She hasn't seen a doctor in years.","Slow wound healing, especially when prolonged and without obvious infection, is a significant red flag for impaired glucose metabolism. Combined with general fatigue and increased thirst, these symptoms are highly suggestive of undiagnosed Type 2 Diabetes, which can compromise the immune system and microcirculation.",Diabetes
"35-year-old female presenting with a sudden onset of feeling like she can't catch her breath, accompanied by tingling in her fingers and lightheadedness. She attributes it to high stress lately. However, she also admits to having had a nagging dry cough for the past month that sometimes makes her wheeze slightly, especially when she gets emotional.","Acute breathlessness, tingling, and lightheadedness in a stressed patient can suggest hyperventilation or a panic attack. The crucial detail, however, is the 'nagging dry cough for the past month that sometimes makes her wheeze slightly,' which indicates an underlying, possibly mild, respiratory issue like reactive airway disease or mild asthma that might be exacerbated by stress, rather than purely psychological.",COPD/Respiratory
"77-year-old female reports a sudden, brief episode this morning where she couldn't move her left arm or leg for about 10 minutes, and her speech was slurred. She says it completely resolved on its own, and she feels normal now, but her family urged her to come in. She's worried it might happen again.","The acute onset of focal neurological deficits (unilateral weakness, slurred speech) that completely resolve within 24 hours (in this case, 10 minutes) is the definition of a Transient Ischemic Attack (TIA), which is a 'mini-stroke' and a warning sign for a full stroke.",Neurological
"39-year-old female complains of fluctuating muscle weakness, particularly noticeable in her eyelids, causing them to droop, and sometimes resulting in double vision, especially by the end of the day or after prolonged reading. She also reports feeling weak in her arms and legs after exercise, which improves with rest. These symptoms come and go.","The classic presentation of fluctuating muscle weakness, specifically affecting ocular muscles (ptosis, diplopia) and worsening with activity/fatigue and improving with rest, is highly indicative of Myasthenia Gravis, an autoimmune disorder affecting the neuromuscular junction.",Neurological
"28-year-old female in severe respiratory distress, unable to speak in full sentences due to extreme shortness of breath. Audible wheezing can be heard across the room. She reports forgetting her daily inhaler and rescue inhaler at home, and feels like her chest is very tight. She's struggling to breathe.","Acute, severe shortness of breath, audible wheezing, and inability to speak in full sentences, especially in a patient with a history of asthma who missed medication, indicates a severe asthma exacerbation, a critical respiratory event.",COPD/Respiratory
"Mrs. Lee, 55, presents with bothersome generalized itching that she can't explain, especially at night. She's also noticed some dark, velvety patches on her neck and armpits, which she thought might be a rash. She feels tired a lot and recently realized she's been much thirstier than usual, drinking several glasses of water throughout the day.","Generalized itching can be a symptom of liver or gallbladder issues, but the presence of acanthosis nigricans (dark velvety patches on skin) is a strong indicator of insulin resistance. When combined with unexplained fatigue and new-onset increased thirst, the overall picture points to Type 2 Diabetes, which can also cause skin manifestations like itching.",Diabetes
"8yo male presents with a very red, swollen, and painful right eye. His eyelid is droopy and he has difficulty opening it. His mother reports he had a bad sinus infection last week and now has a fever of 101°F. He seems generally unwell.","A child with acute, painful, unilateral eyelid swelling, redness, proptosis (difficulty opening eye due to swelling), fever, and a recent history of sinus infection is highly suggestive of orbital cellulitis, a serious infection behind the eye, making it an urgent eye condition.",Eye Condition
"32yo female has a firm, painless lump in her upper eyelid that's been there for a few weeks. It's not red or tender like a stye was, but it's gotten a bit bigger and is noticeable. She's concerned about its appearance.","A firm, painless, non-tender lump in the eyelid, often developing after a stye, is characteristic of a chalazion, a blocked oil gland that has become a chronic inflammatory cyst.",Eye Condition
"14yo male has a painful, red bump on the edge of his upper eyelid that's been growing for the past two days. It's tender to touch and looks like a small pimple. He says it's making his eye feel heavy.","A localized, red, painful, and tender lump on the eyelid margin is characteristic of a stye (hordeolum), an acute bacterial infection of an oil gland in the eyelid.",Eye Condition
"Mrs. Miller, 68, came in because her feet have been feeling numb and tingly, 'like pins and needles,' for several months, especially at night. She has a small cut on her big toe that just isn't healing, even after weeks. She's also been feeling generally weak and a bit dizzy when standing up too fast. She thought it might just be 'old age' or poor circulation.","Numbness and tingling in a 'stocking-glove' distribution (peripheral neuropathy), coupled with a non-healing wound, are classic signs of long-standing uncontrolled Diabetes. While age and circulation issues can contribute to these, the slow wound healing is a strong indicator of impaired glucose metabolism affecting microcirculation and nerve function. Dizziness can also be a symptom of autonomic neuropathy or dehydration related to hyperglycemia.",Diabetes
"76-year-old female reports progressive numbness and weakness in both of her legs, making it increasingly difficult to walk. She's also noticed a change in her bladder control, having difficulty starting to urinate and sometimes leaking. These symptoms have developed over the past few months and she often feels off-balance.","The combination of bilateral leg weakness and numbness, gait instability, and bladder dysfunction (urinary retention/incontinence) developing progressively, points to spinal cord compression or myelopathy, a serious neurological condition affecting the spinal cord.",Neurological
A 45-year-old male presents with sudden onset of shortness of breath and a sharp pain in his chest that worsens when he breathes deeply. He also reports his heart is racing and he feels lightheaded. He recently took a long international flight and noticed some swelling and tenderness in his right calf a few days ago.,"The triad of sudden dyspnea, pleuritic chest pain, and tachycardia, combined with a recent long flight and calf symptoms (suggesting DVT), is highly indicative of a pulmonary embolism, where a blood clot travels to the lungs, straining the heart.",Cardiovascular
"65-year-old female presenting with a gradual increase in shortness of breath over the past few months, struggling significantly with stairs and even flat ground. She reports noticeable weight gain and her feet are quite swollen. She also has a chronic cough, worse in the mornings, and a history of smoking for 30 years before quitting 10 years ago.","Weight gain, foot swelling, and progressive exertional dyspnea are strong indicators for congestive heart failure. However, the significant past smoking history and the 'chronic cough, worse in the mornings' are classic signs of COPD. These conditions frequently co-exist, and while cardiac issues may contribute, the prominent respiratory history and symptoms mean COPD is a significant, if not primary, part of the overall clinical picture.",COPD/Respiratory
"A 55-year-old female has been experiencing intermittent lightheadedness, shortness of breath, and sometimes feels her heart beating irregularly. She also reports unexplained weight loss and fatigue over the past few months. These symptoms seem to come and go.","Intermittent cardiac symptoms (lightheadedness, dyspnea, irregular heartbeat) combined with systemic symptoms like unexplained weight loss and fatigue, especially if variable, can be indicative of a cardiac myxoma, a benign heart tumor that can cause valvular obstruction or emboli.",Cardiovascular
"A 78-year-old female presents with a severe, new headache localized to her temples, which are tender to touch. She also reports pain in her jaw when she chews and has been feeling very tired with some unintentional weight loss. She mentions some blurring in her vision recently.","New onset temporal headache, tenderness over the temporal arteries, jaw claudication, visual changes, and constitutional symptoms in an elderly patient are highly suggestive of giant cell arteritis (temporal arteritis), a large vessel vasculitis that can lead to blindness and stroke.",Cardiovascular
"42-year-old male reports recurring episodes of severe pain and swelling in his left knee, often after consuming beer or rich foods. The attacks are debilitating, lasting several days. He has also been diagnosed with high cholesterol and is overweight. He's concerned about his 'heart health' but the joint pain is his main complaint.","Recurrent acute monoarticular arthritis (knee), associated with dietary triggers (beer, rich foods), and comorbidities like obesity and hyperlipidemia (metabolic syndrome often associated with hyperuricemia), are characteristic of recurrent gout flares. This is a hard negative as it has overlapping metabolic/cardiovascular risk factors.",Arthritis
"17yo male presents with intensely itchy, watery, and red eyes, especially during spring and fall. His eyelids are also a bit swollen. He has a history of seasonal allergies and has been spending more time outdoors recently.","Intense itching, watery discharge, redness, eyelid swelling, and seasonal recurrence, particularly in a patient with a history of allergies and exposure to allergens, are characteristic of allergic conjunctivitis.",Eye Condition
"60-year-old female complains of burning pain and numbness in her hands, particularly her fingers, and a feeling of 'pins and needles' at night. She also has noticeable swelling and stiffness in her finger joints, especially in the mornings. She's been told she has 'carpal tunnel syndrome' but the joint pain persists even after hand exercises.","While nerve compression (carpal tunnel symptoms) is present, the additional significant swelling and stiffness in finger joints, particularly morning stiffness, suggests an underlying inflammatory arthritis like rheumatoid arthritis, which can also cause nerve entrapment. This is a hard negative as it initially appears to be a purely neurological/entrapment issue.",Arthritis
"Mr. Brown, 70, reports an intermittent, mild 'heaviness' in his chest that isn't quite pain, but he feels short of breath walking up stairs. He's generally very tired. He's worried about his heart, but also mentioned a persistent numbness in his left foot that started a few months ago. He's also noticed he needs to use the bathroom more often at night.","While chest discomfort and shortness of breath can indicate cardiovascular disease (which is often co-morbid with diabetes), the added symptom of persistent numbness in one foot (peripheral neuropathy) and increased nocturia (frequent night urination) shifts the focus. These are strong indicators of long-standing Diabetes, which significantly increases cardiovascular risk and causes neuropathy. The 'atypical' chest discomfort could even be silent ischemia, common in diabetics.",Diabetes
"30yo female presents with a severe, throbbing headache on one side of her head, preceded by about 20 minutes of zigzag lines and flashing lights in her vision. She felt nauseous and sensitive to light during this visual disturbance. She's had similar episodes before, often triggered by stress.","The presence of a visual aura (zigzag lines, flashing lights) preceding a severe headache, light sensitivity, and nausea is characteristic of a migraine with aura. While a headache is involved, the visual disturbance is a distinct eye-related phenomenon.",Eye Condition
"85-year-old female is brought in by her daughter who is concerned about her mother's increasing memory loss and confusion. She often forgets recent conversations, struggles to find the right words, and sometimes doesn't recognize familiar faces. Her personality has also changed slightly, becoming more withdrawn and easily agitated. This has been a gradual decline over several years.","The progressive decline in memory, language (aphasia), recognition (agnosia), and executive function, along with behavioral changes, are classic symptoms of dementia, most commonly Alzheimer's disease, a neurodegenerative condition affecting cognitive function.",Neurological
"50-year-old male with a history of kidney stones presents with excruciating pain and swelling in his right ankle. He says it came on suddenly and is so tender he can't bear to put any weight on it. He's also been feeling generally unwell and a bit feverish. He remembers having a similar, though milder, episode in his foot a few years ago.","Recurrent, acute monoarticular arthritis (ankle), severe pain, swelling, and systemic symptoms like fever, along with a history of kidney stones (which can be associated with hyperuricemia), strongly suggest recurrent gout attacks, an inflammatory arthritis.",Arthritis
"Sarah, a 14-year-old girl, was brought in by her parents who are concerned about her sudden and significant weight loss over the last month, about 10 pounds. She's constantly drinking water and has to go to the bathroom every hour or so, even waking up multiple times at night. Her parents also noted she's been complaining of some vague stomach pains and seems more irritable than usual.","Rapid onset of polyuria, polydipsia, and unexplained weight loss in an adolescent, along with abdominal pain and irritability, are hallmark symptoms of Type 1 Diabetes, potentially indicating impending or current diabetic ketoacidosis (DKA).",Diabetes
"A 38-year-old female has been experiencing increasing fatigue and shortness of breath over the past six months, even with minimal activity. She's also noticed swelling in her feet and ankles. She mentions that her father had significant heart problems and passed away at a relatively young age.","Progressive symptoms of heart failure at a relatively young age, coupled with a strong family history of early-onset heart disease, are highly suggestive of a cardiomyopathy, often a dilated type, affecting the heart muscle's ability to pump.",Cardiovascular
"78-year-old male presenting with worsening shortness of breath, especially when lying flat at night, which forces him to sleep propped up on pillows. He also reports significant swelling in his legs and feet. Concurrently, he has a persistent cough producing white phlegm, and a very long history of heavy smoking, having smoked for 60 years.","Orthopnea (SOB when lying flat) and leg swelling are classic symptoms of congestive heart failure. However, the patient's extensive smoking history and 'persistent cough producing white phlegm' are strong indicators of underlying COPD. These conditions frequently co-exist, and while cardiac issues are present, the prominent respiratory history means COPD is a significant, if not primary, contributor to his breathing difficulties.",COPD/Respiratory
"Ms. Taylor, 48, has slowly lost about 15 pounds over the past year despite eating normally. She's been increasingly thirsty and needs to use the bathroom more often, especially at night. Her previous doctor suspected Type 2 Diabetes due to her age, but her symptoms seem more rapid and pronounced now. She feels constantly exhausted.","While T2D is more common at this age, the gradual but persistent weight loss despite normal eating, combined with classic polyuria/polydipsia and significant fatigue, in someone who doesn't fit the typical T2D profile (e.g., not significantly overweight, or rapid progression after initial T2D suspicion), raises suspicion for Latent Autoimmune Diabetes in Adults (LADA), which is a slow-onset form of Type 1 Diabetes.",Diabetes
"21-year-old male was found on the floor by his roommate, unresponsive and having jerking movements of all his limbs. The episode lasted about two minutes, and afterwards he was drowsy and disoriented for a good 15 minutes, not remembering what happened. This is the first time anything like this has occurred.","The sudden loss of consciousness, generalized tonic-clonic movements, followed by a post-ictal state of drowsiness and disorientation, are characteristic features of a generalized seizure, indicating abnormal electrical activity in the brain.",Neurological
"67-year-old male presents with a persistent headache that has been getting steadily worse over the past few months. He describes it as a dull ache, but recently it's been accompanied by blurred vision and he had a sudden, unexplained seizure last week. He's also noticed some mild weakness on his left side, which is new.","The constellation of a progressively worsening headache, new-onset seizure, vision changes, and focal neurological deficits (unilateral weakness) are highly concerning for an intracranial mass lesion such as a brain tumor, which is a serious neurological condition.",Neurological
"Mrs. Wong, 82, has been struggling with very frequent and urgent urges to urinate, often leading to small accidents, especially when she can't get to the bathroom quickly enough. She feels generally weak and has a constant dry mouth, but thought it was just part of getting older or perhaps a bladder infection. She's been increasingly thirsty too.","While frequent urination, urgency, and incontinence are common in elderly women and can be due to UTIs or bladder issues, the combination with generalized weakness and a constant dry mouth (xerostomia) along with increased thirst (polydipsia) points strongly to uncontrolled hyperglycemia. Diabetes can cause polyuria leading to urgency/incontinence and systemic dehydration.",Diabetes
"38-year-old female reports widespread body pain, particularly in her neck, shoulders, back, and hips, along with chronic fatigue and difficulty sleeping. She says pressing on certain 'tender points' makes her wince. She also describes feeling 'foggy' mentally and having headaches. Her joints themselves don't appear swollen or red.","While not strictly an 'arthritis' in the inflammatory sense, fibromyalgia is a chronic pain condition often presenting with widespread musculoskeletal pain, fatigue, sleep disturbance, and cognitive issues, often mimicking diffuse arthritic pain, making it a common differential in rheumatology and relevant for 'arthritis' categorization in a broader sense for a DSPy model.",Arthritis
"85-year-old female reports severe, chronic pain in her hands, particularly at the base of her thumbs and her finger joints closest to the nails. She describes bony enlargements on her fingers and finds it difficult to do fine motor tasks like buttoning shirts. The pain is worse after knitting or gardening. She denies any redness or warmth.","Chronic hand pain, bony enlargements (Heberden's and Bouchard's nodes), involvement of the distal and thumb base joints, and exacerbation with activity are classic signs of osteoarthritis of the hands, a degenerative joint disease.",Arthritis
"A 20-year-old female reports that her fingers and toes often turn white, then blue, and then bright red when she's exposed to cold temperatures or stress. She says it can be quite painful and sometimes feels tingly or numb. This has been happening for a couple of years now.","The characteristic triphasic color changes (pallor, cyanosis, rubor) in the digits in response to cold or stress are diagnostic of Raynaud's phenomenon, a peripheral vascular condition involving episodic vasospasm.",Cardiovascular
"68-year-old female reports increasing pain and stiffness in both knees, especially noticeable when getting up from a chair or climbing stairs. She mentions the pain is worse by the end of the day and often feels 'grindy' when she moves. She's tried over-the-counter pain relievers, but they don't seem to help much anymore, and she's gained a bit of weight recently.","The patient's age, bilateral knee pain, pain worsening with activity and at day's end, and 'grinding' sensation are classic symptoms of osteoarthritis, which is a degenerative joint disease. Weight gain can exacerbate symptoms.",Arthritis
"David, 16, was brought in by his parents due to a sudden decline in school performance, difficulty concentrating, and significant mood swings, making him very irritable. They thought he might be struggling with ADHD or depression. He's also lost about 8 pounds in the last month and has been drinking a lot of juice and water, constantly complaining of thirst.","While concentration issues and mood swings can be related to mental health, the sudden onset in an adolescent, combined with unexplained weight loss and significant polydipsia (increased thirst), strongly suggests Type 1 Diabetes. High blood glucose can cause fatigue, cognitive impairment, and mood changes, mimicking psychological issues.",Diabetes
"48-year-old male presenting with a sharp, stabbing chest pain that gets significantly worse when he takes a deep breath and also when he lies down flat. He also has a fever of 101°F and a cough that is producing green phlegm. He feels weak and has chills.","While sharp chest pain worsened by deep breath and lying down could suggest pericarditis, the presence of fever and a productive cough with green phlegm strongly points to pneumonia or pleurisy secondary to a respiratory infection. The pain is likely pleuritic, originating from inflammation of the lung lining.",COPD/Respiratory
"Mr. Davies, 42, has been experiencing intermittent bouts of chronic diarrhea and general abdominal discomfort for several months, leading him to believe he has IBS. He feels constantly tired. He also mentioned he's been drinking a lot more water than usual, and often feels parched, even after drinking.","While chronic diarrhea and abdominal discomfort can suggest IBS, these symptoms can also be manifestations of diabetic neuropathy affecting the gastrointestinal tract (gastroparesis or diabetic enteropathy). The crucial addition of persistent fatigue and significant polydipsia (increased thirst) strongly points towards undiagnosed or poorly controlled Diabetes.",Diabetes
"68-year-old male presenting with a persistent cough that has worsened over the past few months. He describes it as a 'smoker's cough' and often brings up clear to white phlegm. He also reports increasing shortness of breath, especially when walking up stairs or carrying groceries, which makes him feel quite winded.","The patient's age, long-standing cough described as a 'smoker's cough,' productive phlegm, and progressive exertional dyspnea are classic indicators of Chronic Obstructive Pulmonary Disease (COPD), likely chronic bronchitis type, given his symptom presentation.",COPD/Respiratory
"71-year-old male presents with progressive weakness and numbness in both of his hands and feet, which started about two months ago. He's finding it hard to button his shirts and has stumbled several times because his legs feel 'heavy' and he can't lift his feet properly. He has no history of diabetes or alcohol abuse, and his blood work for B12 was normal. This is impacting his independence significantly.","The subacute onset of symmetrical ascending weakness and sensory loss (numbness) in the extremities, without common causes like diabetes or B12 deficiency, points to an acquired polyneuropathy. Conditions like Guillain-Barré Syndrome (though typically more acute), chronic inflammatory demyelinating polyneuropathy (CIDP), or other systemic causes affecting the nervous system must be considered and investigated neurologically.",Neurological
"28-year-old female reports sudden, overwhelming episodes of fear accompanied by a racing heart, shortness of breath, and a feeling of impending doom. What's unusual is that during these episodes, she also experiences tingling and numbness spreading through her arms and face, and her vision sometimes 'tunnels'. She's been to the ER multiple times for 'panic attacks' but the sensory symptoms worry her.","While the core symptoms align with a panic attack, the specific sensory phenomena like tingling/numbness and tunnel vision during the episodes raise suspicion for a neurological component, such as a complex migraine aura without headache (acephalgic migraine) or even a transient ischemic attack (TIA), which can mimic anxiety but has distinct neurological features.",Neurological
